id,title,date,author,folio,text
10_71_4,(Anzeige Hitzig 21.12.1810),1810-12-21,Julius Eduard Hitzig,[[ba_10_71.md]],"Ein vorzüglich schönes Weihnachts-Geschenk zur Zimmer-Verzierung für den gebildeten Theil des Publikums

sind Göthe, Schiller, Herder und Wieland, vier saubere Gips-Medaillons, geformt nach Gerhard von Kügelgen in Dresden, von Posch. Sie kosten mit Glas und eleganten gebeizten Rahmen bei J. E. Hitzig hinter der katholischen Kirche No. 3. alle vier, 5 Thl. Courant; einzeln, das Stück 1 Thl. 8 Gr."
10_02_5,(Anzeige) J. E. Hitzig,1810-10-02,J. E. Hitzig,[[ba_10_02.md]],"Interessante Schriften, welche in der Buchhandlung von J. E. Hitzig zu haben sind.

von Woltmann Geist der neuen Preußischen Staatsorganisation. 20 gr.

J. C. F. Meister über mehrere schwierige Stellen im Persius und Horaz 8 gr.

Friedrich Rochlitz Denkmale glücklicher Stunden. Erster Theil. Mit Kupfern. 2 thl."
10_76_1,Polizeiliche Tages-Mittheilungen. (29.12.1810),1810-12-29,Redaktion,[[ba_10_76.md]],"Polizeiliche Tages-Mittheilungen.

Gestern Morgen gegen 9 Uhr kam hinter dem Königlichen Stalle in der breiten Straße ein bekleideter männlicher Leichnam, welcher noch nicht in Verwesung übergegangen ist, angeschwommen. Er wurde sogleich herausgezogen.

Am 26sten Abends um 8 Uhr ist ein Handschuhmacher-Lehrbursche hinter der Königl. Bäckerei bei der Kommunikations-Brücke ins Wasser gefallen, jedoch von einem Schlosserlehrlinge und einem hinzugekommenen Soldaten sogleich gerettet worden."
10_16_5,Neueste Nachricht,1810-10-18,Heinrich von Kleist,[[ba_10_16.md]],"Neueste Nachricht.

Der Ballon des Hrn. Claudius soll, nach der Aussage eines Reisenden, in Düben niedergekommen sein."
10_51_1,Geist neuere preussische Gesetzgebung,1810-11-28,Unbekannter Autor,[[ba_10_51.md]],"Ueber den Geist der neueren preussischen Gesetzgebung. Ein Fragment aus einer noch ungedruckten größeren Abhandlung.

Der Statistiker bestimmt die Rangordnung der Staaten nach ihrer Grundmacht d. h. nach ihrem Flächeninhalt und nach ihrer Bevölkerung; und im Allgemeinen ist dieses sehr richtig. Es giebt aber noch eine Rücksicht, die sich nicht so auf dem Papiere berechnen läßt, aber dennoch bei der Balance einen bedeutenden Ausschlag giebt: die Vaterlandsliebe. Man könnte sie das Princip der intensiven Macht der Staaten nennen. Bloße Bevölkerung ohne diese Rücksicht: das Princip der extensiven Macht.

Die intensive Macht eines Staates verhält sich zur extensiven, wie der innere Handel zum auswärtigen, d. h. sie ist wichtiger und reeller. Eine bloße Vergrößerung des Flächeninhalts und der Volksmenge ist ein sehr zweideutiges Mittel, die Macht eines Staates zu vermehren; ja öfters wird dadurch das Gegentheil bewirkt. Ich darf diese Behauptung wohl nicht näher beweisen, da die unglücklichen Ereignisse unserer Tage noch in Jedermanns Andenken sind. Was hat wohl die Besitznehmung der polnischen Provinzen, ohnerachtet aller Wohlthaten der mildesten Regierung, zur Vermehrung der Macht der preussischen Monarchie beigetragen?

Also — nicht in der Volksmenge allein besteht die Macht der Staaten, sondern in dem Grade der Anhänglichkeit dieser Volksmenge an ihre Verfassung und an die Person ihrer Beherrscher. Wir finden in der Geschichte Beispiele genug, daß Staaten, die, bloß nach statistischen Grundsätzen geschätzt, sehr ohnmächtig schienen, ihren an Volksmenge und Flächeninhalt unendlich überlegenen Feinden siegreich widerstanden. Die kleine Republik Athen schlug das zahllose Heer des Perserkönigs aufs Haupt, welches er selbst das Unüberwindliche nannte. Noch vor wenigen Jahrhunderten scheiterte die furchtbare mit Stahl bedeckte Macht des deutschen Kaisers, an dem Heroismus eines Häufleins nackter Schweizer. Solche anscheinend wunderbare Ereignisse werden durch die größere intensive Macht dieser kleinen Staaten zu natürlichen.

Es giebt also Mittel, die Macht der Staaten ohne Vergrößerung des Gebiets und der Volksmenge zu erhöhen. Es giebt Mittel, diejenigen Kräfte, welche ein Staat durch Verkleinerung seines Gebiets und seiner Volksmenge verlohren hat, in seinem Inneren zu ersetzen. Diese Mittel, viel sicherer als auswärtige Eroberungen, liegen in der Gewalt einer jeden Regierung, und gedeihen am besten im tiefsten Frieden. Sie darf nur die intensive Macht erhöhen, d. h. die Einwohner mehr als bisher an ihr Interesse knüpfen, und ihnen ihre Verfassung werth machen. Dieses geschieht durch Wegräumung alles desjenigen, welches die Anhänglichkeit an diese Verfassung und die Person des Regenten schwächen, und die so natürliche Liebe zu dem vaterländischen Boden verringern kann.

Dieses war die große Aufgabe der preussischen Regierung nach dem Tilsiter Frieden. Mit bedächtiger Weisheit hat sie angefangen sie zu lösen, und fährt nun damit fort.

Der preussische Staat hat durch diesen Frieden die Hälfte seiner extensiven Macht verlohren.

Die verlohrnen Meilen und Seelen konnte die Regierung freilich nicht ersetzen, wohl aber durch Eröffnung aller Wege, die zu einem allgemeinen Wohlstande führen können, durch Wegräumung der bisherigen Hindernisse der Industrie und Vaterlandsliebe, die intensive Macht der Gesellschaft erhöhen, und die Zahl der activen Staatsbürger vermehren. Denn gerade die zahlreichste Classe war bisher nicht zu den Staatsmitgliedern zu rechnen, weil sie kein Interesse an Aufrechthaltung einer Verfassung haben konnten, von der sie theils aus Mangel an Aufklärung kaum einen Begriff hatten, und die theils in Hinsicht ihrer zu stiefmütterlich war, als daß deren Umsturz ihnen hätte ein großes Uebel scheinen können.

Nun aber ist, durch das General-Edict vom 27ten Oct. 1810 welches das Edict vom 9ten Oct. 1808 über die Aufhebung der Erbunterthänigkeit, so wie die Militairverfassung, und die neue Städte-Ordnung, ergänzt, dem Preussischen Staat die frohe Aussicht geworden, das, was er an äußerer Macht verlor, in seinem Inneren wiederzufinden. Noch steht das Werk des erhabenen Gesetzgebers, der unter uns aufgetreten ist, nur unvollkommen vor den Augen der Welt da;gleichwohl werden wir bereits auf das Fundament, auf welchem es ruht, und auch vielleicht schon auf den Zusammenhang mehrerer Theile, im Laufe dieser Blätter erläuternde Blicke werfen können.

lh."
10_47_2,Schreiben redlichen Berliners,1810-11-23,Heinrich von Kleist,[[ba_10_47.md]],"Schreiben eines redlichen Berliners, das hiesige Theater betreffend, an einen Freund im Ausland.



Der Herr Theaterdirector Iffland, hat nach dem Geständniß eines großen Theils von Berlin, seit er an der Spitze des hiesigen Theaters steht, die Gestalt und das Ansehn desselben, auf eine merkwürdige und außerordentliche, jedem Freunde der Kunst gewiß höchst überraschende Art, umgewandelt und bestimmt; und wenn wir ihn, wie uns die Würde und der Glanz seiner äußern Lage hoffen läßt, länger und unausgesetzt, in unserer Mitte behalten, so steht zu erwarten, daß er dem Theater, (was ihm, zu besitzen, das erste Bedürfniß ist,) vielleicht auf eine unwandelbare und nicht wieder zu verwischende Art, einprägen werde: nämlich, einen Charakter.Zwar sind nicht alle Kunstfreunde, und besonders nicht die, die aus der neuesten Schule hervorgegangen sind, mit den Grundsätzen, nach denen er verfährt, einverstanden; aber diejenigen, die er sich aufgestellt hat, verfolgt er mit Energie, Sicherheit unerschütterlicher Consequenz: Eigenschaften, die selbst fehlerhafte Maasregeln, heilsamer und ersprieß licher machen können, als gute, wenn dieselben ihnen fehlen.

Die Hauptursache, wodurch wir dies erreicht, liegt in dem glücklichen Verhältniß, in welchem wir seit mehreren Jahren schon, mit der Kritik stehen; mit der Kritik, dieser unschätzbaren und unzertrennlich schwesterlichen Begleiterinn jedes Theaters dem es darum zu thun ist, der Vollendung, auf dem kürzesten und raschesten Wege, entgegenzuschreiten. Männer, von eben soviel Einsicht als Unpartheilichkeit, haben in den öffentlichen, vom Staat anerkannten Blättern, das Geschäft permanenter Theaterkritiken übernommen; und nur die schändlichste Verläumdung hat Gefälligkeiten, die die Direction, vielleicht aus persönlicher Freundschaft für sie hat, die Wendung geben können, als ob sie dadurch bestochen wären. Gleichheit, Uebereinstimmung und innerliche Congruenz der Ansichten, im Fache der Kunst, bestimmen dieselben, mit ganz uneigennützigem Eifer, durch Belehrung und Würdigung dessen, was sich auf der Bühne zeigt, in die Zwecke der Direction einzugreifen; und wenn ein pecuniaires Interesse (was zu läugnen gar keine Ursache ist) bei dem Geschäft, dem sie sich unterzogen haben, zum Grunde liegt, so ist es kein anderes, als das, was jedem Schriftsteller, der Manuscripte an seinen Buchhändler abliefert, statuirt ist. Demnach haben wir, seit mehreren Jahren schon, die glückliche, allerdings den Neid der Uebelgesinnten reizende, Erscheinung, daß dasjenige Organ, welches das größeste Publikum hat, auf Seiten des Theaters ist; dergestalt daß eine Stimme, die ihre Recensionen durchkreuzte und das Publikum irre zu führen bestimmt wäre, sich nur in untergeordnete und obscure Blätter verlieren und aus diesen in die fremden, ausländischen aufgenommen werden kann; und auch für die Unschädlichkeit solcher Intriguen ist, auf mancherlei Weise, bei uns gesorgt.

Und in der That, wenn eine Direktion das Feld der Kritik so erschöpft hat, als man es von derjenigen deren wir uns jetzt erfreun, voraussetzen kann: wozu kann man fragen, das Raisonniren und Rezensiren, das doch niemals aus dem Standpunkt geschieht, der einmal, auf unabänderliche Weise, nach einer bestimmten Wahl des Besseren, angenommen ist, wozu, fragen wir, dergleichen, als nur die Eintracht, die zwischen Publikum und Direktion herrschen soll, zu stören, das Publikum gegen das Verfahren, das dieselbe beobachtet, argwöhnisch und mißtrauisch zu machen, und demnach den ganzen Kunstgenuß, die Totalität der Wirkungen, ästhetischer sowohl als moralischer und philantropischer, die die Direktion beabsichtigt, auf die unzweckmäßigste und widerwärtigste Weise, zu nichte zu machen?

Excentrische Köpfe, Kraftgenies und poetische Revolutionairs aller Art machen sich, wir wissen es gar wohl, in witzigen und unwitzigen Aeußerungen, über diese sogenannte „Theaterheiligkeit“ und den neuesten „Theaterpabst“ sehr lustig; sie führen an, selbst die Kirche habe dulden müssen, daß man die Fackel der Untersuchung in ihr Allerheiligstes hineintrage; doch weit entfernt, uns durch Persiflagen dieser Art, deren unreine Quelle nur zu sehr am Tage liegt, irre machen zu lassen, so soll dies nur ein Grund mehr sein, die Thür unseres kleinen freundlichen Tempels (soviel es sein kann) vor ihrer unberufenen, zudringlichen und leichtfertigen Fackel zu verschließen. Zu einer Zeit, dünkt uns, da alles wankt, ist es um so nöthiger, daß irgend etwas fest stehe: und wenn es der Kirche, nach der sublimen Divination dieser Herren, (welches Gott verhüten wolle!) bestimmt wäre, im Strom der Zeiten unterzugehen, so wüßten wir nicht, was geschickter wäre, an ihre Stelle gesetzt zu werden, als ein Nationaltheater, ein Institut, dem das Geschäft der Nationalbildung und Entwickelung und Entfaltung aller ihrer höhern und niedern Anlagen, Eigenthümlichkeiten und Tugenden, vorzugsweise vor allen andern Anstalten, übertragen ist.

Berlin, d. 20. Nov. 1810. μη.

N. S. Gestern sahen wir hier Pachter Feldkümmel; in Kurzem werden wir wieder Vetter Kukkuk und vielleicht auch Rochus Pumpernikkel sehn."
10_46_3,An den Großherrn,1810-11-22,Heinrich von Kleist,[[ba_10_46.md]],"An den Großherrn.

(Als er den Mufti absetzte.)

Recht hast du, Herr! Ein kleines Licht Paßt auf den Kirchenleuchter nicht."
10_06_5,(Anzeige Hitzig v. 6.10.1810),1810-10-06,J. E. Hitzig,[[ba_10_06.md]],"Interessante Schriften, welche in der Buchhandlung von J. E. Hitzig zu haben sind.

J. C. F. Meister, Ueber den Eid nach reinen Vernunftbegriffen. Eine von den hohen Curatoren des Stolpeschen Legats auf der weltberühmten Universität Leyden gekrönte Preisschrift, nach dem lateinischen Originale in freyer deutscher Bearbeitung für das liebe Deutsche Vaterland. 13 gr."
10_68_5,(Anzeige Hitzig 18.12.1810),1810-12-18,J.E. Hitzig,[[ba_10_68.md]],"Die wichtigen Mémoires sur le premier Partage de la Pologne etc. von denen in öffentlichen Blättern so mannigfaltig die Rede ist, sind bei J. E. Hitzig hinter der katholischen Kirche Nr. 3. für 1 thl. zu haben."
10_73_4,Anfrage,1810-12-24,Heinrich von Kleist,[[ba_10_73.md]],"Anfrage.

Es ist unverkennbar, daß die französische Gemeinde hiesiger Residenz ein Geist der Frömmigkeit und der Gottesdienstlichkeit auszeichnet, den wir den deutschen Gemeinden wohl wünschen möchten. — Daher zeigt sich auch in den wohlthätigen Anstalten der französischen Colonie, und überhaupt in allen Gemeindeangelegenheiten, ein musterhafter Wetteifer der Größten und Geringsten für alles Fördernde und Gute. — Und so hat es nicht fehlen können, daß einerseits das Bedürfniß dieser Gemeinde nach ausgezeichneten Kanzelrednern immer befriedigt worden, und daß andrerseits viele und distinguirte Glieder der deutschen Gemeinden sich in Rücksicht auf den Sonntäglichen Gottesdienst an die französische angeschlossen haben.

Bei dieser Gelegenheit möchten wir fragen, warum in den sonntäglichen Kirchenlisten im Berliner Intelligenzblatte, die in den französischen Kirchen predigenden nicht mehr wie vormals angezeigt werden, da doch in den Verzeichnissen der Aufgebotenen desselben Blattes die französischen Gemeinden nicht übergangen werden. Mehrere freiwillige Glieder dieser Gemeinde, die den Nachfolger des Herrn Staatsrath Ancillon, dieses vortrefflichen Kanzelredners, zu hören wünschten, haben nur mit Mühe erfahren können, daß er am ersten Weihnachtsfeiertage Vormittags in der Werderschen Kirche predigen wird."
10_72_2,Ankündigung,1810-12-22,Heinrich von Kleist,[[ba_10_72.md]],"Ankündigung.

Durch höhere Unterstützungen werden die zur Erhebung und Belebung des Antheils an den vaterländischen Angelegenheiten unternommenen und mit dem Beifall des Publikums auf unerwartete Weise beehrten Berliner Abendblätter in zwei Punkten, vom 1sten Januar 1811 an, folgende wesentliche Ausdehnung erhalten; nämlich:

1) Werden dieselben in wöchentlichen Darstellungen, specielle Mittheilungen über alle, das Gemeinwohl und die öffentliche Sicherheit betreffende interessante Ereignisse, in dem ganzen Umfange der Monarchie, enthalten.

2) Wird das Bülletin der öffentlichen Blätter ausführlicher, als es bisher geschehen ist, einen Auszug der wichtigsten, neu angekommenen, officiellen Nachrichten des Auslandes communicieren, und in so fern, da das Blatt täglich erscheint und der Abgang der Posten zu seiner täglichen Versendung benutzt werden kann, eine Art von Vorläufer der Zeitungen werden.

Alles Uebrige bleibt, wie es ist. Die Veränderungen der vaterländischen Gesetzgebung, zuvörderst der nächste und würdigste Gegenstand der allgemeinen Theilnahme, werden, nach wie vor, mit unbefangenem patriotischen Geiste gewürdigt, die bedeutendsten Erscheinungen der Literatur angezeigt und das Theater, in einem periodisch wiederkehrenden Artikel, einer kurzen und gründlichen Kritik unterzogen werden. Das Ganze wird, wie bisher, zunächst von der Liebe für Vaterland und König, und, in weiterer Beziehung, vom Eifer für alles Gute in allen Ständen und Wirkungskreisen, durchdrungen sein. —

Redaktion der Berliner Abendblätter"
10_20_2,Zuschrift eines Predigers an den Hrsg,1810-10-20,Heinrich von Kleist,[[ba_10_20.md]],"Zuschrift eines Predigers an den Herausgeber der Berliner Abendblätter.

Mein Herr, Der Erfinder der neuesten Quinen-Lotterie hat die aufgeklärte Absicht gehabt, die aberwitzige Traumdeuterei, zu welcher, in der Zahlen-Lotterie, die Freiheit, die Nummern nach eigner Willkühr zu wählen, Veranlassung gab, durch bestimmte und feststehende Loose, die die Direction ausschreibt, niederzuschlagen.

Mit Bedauern aber machen wir die Erfahrung, daß diese Absicht nur auf sehr unvollkommene Weise erreicht wird, indem der Aberglauben, auf einem Gebiet, auf dem man ihn gar nicht erwartet hatte, wieder zum Vorschein kommt.

Es ist wahr, die Leute träumen jetzt keine Nummern mehr; aber sie träumen die Namen der Collecteurs, bei denen man setzen kann. Die gleichgültigsten Veranlassungen nehmen sie, in einer Verkettung von Gedanken, zu welchen kein Mensch die Mittelglieder errathen würde, für geheimnißvolle Winke der Vorsehung an. Verwichenen Sonntag nannte ich den David, auf der Kanzel, einen gottgefälligen Mann; nicht den Collecteur dieses Orts, wie Dieselben leicht denken können, sondern den israëlitischen König, den bekannten Sänger der frommen Psalmen. Tags darauf ließ mir der Collecteur, durch einen Freund, für meine Predigt, scherzhafter Weise danken, indem alle Quinenloose, wie er mir versicherte, bei ihm vergriffen worden waren.

Ich bitte Sie, mein Herr, diesen Vorfall zur Kenntniß des Publicums zu bringen, und durch Ihr Blatt, wenn es möglich ist, den Entwurf einer anderweitigen Lotterie zu veranlassen, die den Aberglauben auf eine bestimmtere und so unbedingte Weise, als es der Wunsch aller Freunde der Menschheit ist, ausschließe.

F... d. 15. Okt. 1810.

F..."
10_47_3,Der Kreis,1810-11-23,Friedrich Gottlob Wetzel,[[ba_10_47.md]],"Der Kreis.

Wo der Anfang sei? Geh doch, und frag’ nach dem Ende! Hast du das Ende, dann ist dir auch der Anfang gewiß. W."
10_12_6,Polizeiliche Tages-Mittheilungen. (13.10.1810),1810-10-13,Heinrich von Kleist,[[ba_10_12.md]],"Polizeiliche Tages-Mittheilungen.

Auf dem Markte ist einem fremden Müller eine abgenutzte Metze zerschlagen und eine ungestempelte nach Erlegung von 2 Rthlr. Strafe konfiszirt.

Einem hiesigen Einwohner, ist ein silberner Vorlegelöffel und Eßlöffel gestohlen."
10_19_2,Christian Jacob Kraus,1810-10-22,Joh. Gottfried Hoffmann,[[ba_10_19.md]],"Christian Jacob Kraus.

Antwort auf den Aufsatz im Abendblatt Nr. 11. Vom 12. Oct. 1810.

Das Hauptverdienst des zu früh verstorbenen Professor Kraus besteht allerdings darin, daß er die Lehre Adam Smiths für den Preuß. Staat gleichsam lebendig gemacht, und kräftig mitgewirkt hat, ihr bei den Verwaltungs-Behörden Eingang zu verschaffen. Eine eigne staatswirthschaftliche Theorie hat er nicht aufgestellt, und nicht aufstellen wollen, weil ihm die Smithsche genügte, und es auch schwerlich eine praktische Aufgabe giebt, welche sich durch sie nicht befriedigend lösen ließe. Wenn alle diejenigen, welche nichts neues und originelles zu Tage bringen, unfruchtbare Köpfe sind, so war es allerdings auch Kraus. Aber ist eine solche Unfruchtbarkeit nicht mehr werth, als eine übelgerichtete Fruchtbarkeit, die nach Neuheit strebt, bloß — um neu zu sein; die darin allein einen Ruhm setzt, und diesem Ruhme alles opfert, selbst das Heil des Vaterlandes, das durch Eintracht am Ende doch wohl mehr, als durch Gegensätze, gewinnen dürfte?

So klar und gediegen die Ansichten Adam Smiths sind, so mangelte ihm doch das Talent der Darstellung. Sein Werk ist corpulent, und seine Grundsätze sind bei weitem nicht so lichtvoll zu Papiere gebracht, als sie seinem Geiste vorschwebten. Es ist ein mühseliges Tagewerk sich durch die aus Weitschweifigkeit entspringenden Dunkelheiten durchzuarbeiten, welche durch Smiths mitunter schwerfälligen Styl und nicht sehr geschickte Zusammenstellung entspringen. Diesem Uebelstande hat Kraus durch seine meisterhafte Bearbeitung abgeholfen, und dadurch das Publicum des großen Meisters sehr vergrößert. Man kann wohl von ihm sagen: er hat die Staatswirtschaft vom Himmel herabgeholt, d. h. sie gemeinnützig gemacht, und dazu mitgewirkt, daß sie auf den Preuß. Staat nach seiner eigenthümlichen Lage, practisch angewandt wurde.

Darin besteht das Verdienst des Prof. Kraus um den Preuß. Staat, und es lebt in dem Herzen jedes Staatsmannes, der es mit seinem Vaterlande gut meint. Er arbeitete ohne Aussicht auf Belohnung und Dank. Die arbeitende Klasse für die er besonders auftrat, und die weder liest noch schreibt, kennt wahrscheinlich seinen Namen nicht. Der Landmann, der ein Eigenthum hat, und diesem jetzt seine ganze Zeit und Kraft widmen kann; der sein Getraide mahlen lassen kann, wo es ihm am nächsten und bequemsten ist; der jetzt sein Bier selbst brauen kann, was er vorher nicht durfte ⁊c. ahndet schwerlich daß der Professor Kraus es war, der von seinem Katheder herab die angehenden Staatsbeamten von seinem Bedürfniß unterrichtete und ihm Wohlthaten vorbereitete, deren Größe er jetzt segnend erkennt.

In Neu-Ost-Preußen wurden die Krausischen Principien am mehrsten, und zwar im Großen angewandt. Theils standen durch ein glückliches Zusammentreffen Staatsmänner an der Spitze, die von ihrer Wahrheit durchdrungen waren; theils hatte dort die Regierung freieren Spielraum, und weniger Privilegien und wohlhergebrachte Rechte zu beseitigen. Trotz der politischen Mißgriffe bei Verwaltung und Besitznehmung dieser Provinz, war sie doch in staatswirthschaftlicher Hinsicht am vollkommensten organisirt, und zeigte bei den lange nicht genug gekannten und gewürdigten Operationen der dortigen Verwaltungsbehörden, ein wundersames Gedeihen. Es liegt eine Skizze der dortigen Organisation vor uns, nach welcher es schwerlich ein herzerhebenderes Fest giebt, als es den dortigen Separations-Commissarien nicht selten bei der Verwandlung von Schaarwerksbauerdörfern in Zinsbäuerliche zu Theil wurde. Wenn der Separationsplan genehmigt und die Verlosung geschehen war, wenn er den Bauern die vergrößerten Grundstücke als zinsbares Eigenthum übergab, diese, die Wohlthätigkeit ihrer neuen Existenz wohl begreifend, anfangs in stummem Erstaunen ihr neues Eigenthum musterten, dann sich mit einer Freudenthräne im Auge auf den kalten Boden niederwarfen, ihn umklammerten und mit Küssen bedeckten, als wollten sie ihn für die Ewigkeit ergreifen; wenn nun das Gefühl der Freiheit diese vorher so stupiden Gesichter plötzlich mit Leben und Ausdruck übergoß, wenn Mann, Weib und Kind in heiliger Umarmung verschränkt, sich feierlich gelobten, dem Trunke und den Lastern der Knechtschaft fortan zu entsagen — und der Commissarius unter diesen glücklichen Gruppen mit dem Gefühle einer Gottheit da stand — das waren in der That Scenen, erhaben wie der Bund der 3 Schweizer, und werth durch denselben Pinsel verewigt zu werden. Wenigstens gesteht der Verfasser jener Skizze ein, das Göttliche im Menschen nie lebendiger empfunden zu haben, als bei solchen Scenen, ohnerachtet sein, durch die Revision eben so lügenhafter als formgerechter Anschläge, abgestumpftes Gemüth eben nicht zu den Empfänglichsten gehört; und versichert durch solche Momente für seine übrigen ihn wenig befriedigenden Geschäft-Verrichtungen, vollständig entschädiget worden zu sein.

(Die Fortsetzung folgt.)"
10_09_6,Druckfehler.,1810-10-10,Heinrich von Kleist,[[ba_10_09.md]],"Druckfehler.

In dem gestrigen Abendblatte ist aus einem Versehen die Rubrik: Polizeiliche Tages-Mittheilungen über dem Artikel vom tollen Hunde in Charlottenburg gedruckt, anstatt nach diesem Artikel zu folgen; der Artikel ist keine Tages-Mittheilung und seine Fassung beruht bloß auf der Redaction."
10_33_2,Tages-Ereigniß. (7.11.1810),1810-11-07,Heinrich von Kleist,[[ba_10_33.md]],"Tages-Ereigniß.

Das Verbrechen des Uhlanen Hahn, der heute hingerichtet ward, bestand darin, daß er dem Wachtmeister Pape, der ihn, eines kleinen Dienstversehens wegen, auf höheren Befehl, arretiren wollte, und deshalb, von der Straße her, zurief, ihm in die Wache zu folgen, indem er das Fenster, an dem er stand, zuwarf, antwortete: von einem solchen Laffen ließe er sich nicht in Arrest bringen. Hierauf verfügte der Wachtmeister Pape, um ihn mit Gewalt fortzuschaffen, sich in das Zimmer desselben: stürzte aber, von einer Pistolenkugel des Rasenden getroffen, sogleich todt zu Boden nieder. Ja, als auf den Schuß, mehrere Soldaten seines Regiments herbeieilten, schien er sie, mit den Waffen in der Hand, in Respect halten zu wollen, und jagte noch eine Kugel durch das Hirn des in seinem Blute schwimmenden Wachtmeisters; ward aber gleichwohl, durch einige beherzte Cameraden, entwaffnet und ins Gefängniß gebracht. Se. Maj. der König haben, wegen der Unzweideutigkeit des Rechtsfalls, befohlen, ungesäumt mit der Vollstreckung des, von den Militair-Gerichten gefällten, Rechtsspruchs, der ihm das Rad zuerkannte, vorzugehen."
10_20_1,Christian Jacob Kraus. (Forts.),1810-10-20,Joh. Gottfried Hoffmann,[[ba_10_20.md]],"Christian Jacob Kraus.

(Fortsetzung.)

Wenn wir das Gefühl der Leser in Anspruch nehmen wollten, so könnten wir eine recht grelle Parallele des vorigen und jetzigen Zustandes der Preuß. Domainen-Bauern ziehen.

Den Wohlstand und die Selbstständigkeit des Landmanns und der arbeitenden Classe überhaupt zu gründen, das hielt Kraus für die Wesentlichste aller staatswirthschaftlichen Operationen. Ueber diesen Gegenstand, der diesen etwas langsamen und unfruchtbaren Kopf immer zur Begeisterung hinriß, mußte man ihn sprechen hören, um von Achtung und Liebe nicht sowohl für den Staatswirth als für den herrlichen reinen Menschen erfüllt zu werden. Wohlhabende, selbstständige Menschen wollte er schaffen, und dadurch seinem Vaterlande, das er mit der ganzen Kraft einer männlichen Seele liebte, allmählig eine sichere Existenz unter seinen drei kolossalen Nachbarn vorbereiten.

Er wußte so gut als diejenigen, die es vornehm bedauern, gegen diesen Mann sprechen zu müssen, daß es etwas höheres giebt, als Wohlstand; aber er wußte auch, daß Wohlstand dessen nothwendige Bedingung ist; daß dieses Höhere nur aus dessen allgemeinster Verbreitung hervorgehen kann; daß außer dem Wohlstande, bürgerliche Freiheit und Gerechtigkeit das Einzige ist, was die Gesellschaft ihren Mitgliedern zu gewähren vermag; daß dieses Höhere kein Vorwurf der Regierung und Landesverwaltung sein kann und soll, sondern einer höheren Macht, mag man sie Natur oder Gottheit nennen, die sich in ihre Operationen nicht eingreifen läßt. Wir sind nun einmal so unmodern, ein Verdienst darin zu finden, Menschen glücklich zu machen, d. h. um allen Mißdeutungen vorzubeugen, ihnen bürgerliche Freiheit als Bedingung des Wohlstandes und des Glücks zu gewähren; und zu glauben, daß ein solches Verdienst Ehrensäulen und Monumente verdient, wie Preußen seinem Kraus bei ruhigeren Zeiten gewiß setzen wird. Wir sind so altväterisch dieses Verdienst unendlich erhabener zu finden, als die höchste Genialität zur Vertheidigung von Gräueln der Vorwelt gemißbraucht. Dieser völlig unproduktive Kopf hat Menschenglück producirt. Er hat Veranlassung gegeben, dem Vaterlande eine Menge wohlhabender selbstständiger, ihm ergebener Familien zu gewinnen, die einzige Guarantie für die Dauer der äußeren und inneren Sicherheit eines Staates. Daraus mag sich der Herr Verfasser die Schlußfrage: wie Kraus zu diesen Ruf und zur Achtung seiner Zeitgenossen gelangt ist, selbst beantworten. Der Hauptzweck seines Aufsatzes scheint zu sein: den Krausschen Schriften gleichsam eine Warnungstafel anzuhängen, und der Jugend ihren vorsichtigen Gebrauch anzurathen. Er besorgt Unheil aus der Anwendung der Krausschen Lehre, und unheilbaren Zwiespalt zwischen den Gerichtshöfen und der Administration; oder stellt sich wenigstens so. Sogar von dem Krausschen Buchstaben fürchtet er Unheil für die Gesetzgebung unseres Vaterlandes. Darüber kann sich der Hr. V. völlig beruhigen; denn der Buchstab ist bloß in seiner Fantasie. Wo tritt denn der Buchstab in Adam Smith oder Kraus auf? Beide protestiren auf jeder Seite gegen den todten Buchstaben, kämpfen überall gegen Pennalismus und Schlendrianismus; verlangen überall Selbstprüfung und die freieste Thätigkeit des Geistes. Oder — was meint der Herr Verfasser mit dem Buchstaben?

(Beschluß folgt.)"
